Name,Artists,Release,Label,Track,Track Artists,Artist Genres,Time,Key,Major/Minor,Danceability,Instrumental,Spoken Word,Loudness DB,BPM
"Finelines","My Vitriol",2001-01-01,"Epic","Cemented Shoes","My Vitriol",nu gaze,2:58,G#/Ab,Major,24%,Non-instrumental,Non-spoken,-3.698,179.164,
"Finelines","My Vitriol",2001-01-01,"Epic","Grounded","My Vitriol",nu gaze,2:33,C,Major,46%,Non-instrumental,Non-spoken,-2.331,121.484,
"Finelines","My Vitriol",2001-01-01,"Epic","C.O.R.","My Vitriol",nu gaze,0:38,F#/Gb,Major,39%,Non-instrumental,Non-spoken,-3.417,90.138,
"Finelines","My Vitriol",2001-01-01,"Epic","Infantile","My Vitriol",nu gaze,3:46,E,Minor,49%,Non-instrumental,Non-spoken,-4.195,127.399,
"Finelines","My Vitriol",2001-01-01,"Epic","Ode To The Red Queen","My Vitriol",nu gaze,4:04,E,Major,46%,Non-instrumental,Non-spoken,-3.708,128.856,
"Finelines","My Vitriol",2001-01-01,"Epic","Tongue Tied","My Vitriol",nu gaze,5:16,G#/Ab,Minor,28%,Instrumental,Non-spoken,-3.851,122.693,
"Finelines","My Vitriol",2001-01-01,"Epic","Windows & Walls","My Vitriol",nu gaze,3:27,A#/Bb,Major,23%,Non-instrumental,Non-spoken,-3.046,99.639,
"Finelines","My Vitriol",2001-01-01,"Epic","Taprobane","My Vitriol",nu gaze,1:21,A#/Bb,Minor,52%,Instrumental,Non-spoken,-6.774,105.047,
"Finelines","My Vitriol",2001-01-01,"Epic","Losing Touch","My Vitriol",nu gaze,3:02,A#/Bb,Minor,28%,Non-instrumental,Non-spoken,-2.458,173.218,
"Finelines","My Vitriol",2001-01-01,"Epic","Pieces","My Vitriol",nu gaze,4:29,G,Major,19%,Non-instrumental,Non-spoken,-4.677,95.068,
"Finelines","My Vitriol",2001-01-01,"Epic","Falling Off The Floor","My Vitriol",nu gaze,3:38,D#/Eb,Minor,22%,Non-instrumental,Non-spoken,-3.221,137.778,
"Finelines","My Vitriol",2001-01-01,"Epic","Under The Wheels","My Vitriol",nu gaze,3:01,F#/Gb,Major,42%,Non-instrumental,Non-spoken,-4.931,154.134,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Settle Down","Kimbra",bergen indie;electropop;nz pop,4:01,C,Major,77%,Non-instrumental,Non-spoken,-6.34,93.994,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Something in the Way You Are","Kimbra",bergen indie;electropop;nz pop,4:22,B,Major,57%,Non-instrumental,Non-spoken,-7.589,89.941,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Cameo Lover","Kimbra",bergen indie;electropop;nz pop,4:02,C#/Db,Major,66%,Non-instrumental,Non-spoken,-3.663,127.047,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Two Way Street","Kimbra",bergen indie;electropop;nz pop,4:20,C#/Db,Minor,65%,Non-instrumental,Non-spoken,-7.062,111.218,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Old Flame","Kimbra",bergen indie;electropop;nz pop,4:30,F,Major,48%,Non-instrumental,Non-spoken,-6.623,77.61,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Good Intent","Kimbra",bergen indie;electropop;nz pop,3:30,C#/Db,Major,86%,Non-instrumental,Non-spoken,-5.827,122.036,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Plain Gold Ring - Live","Kimbra",bergen indie;electropop;nz pop,4:30,G,Major,59%,Non-instrumental,Non-spoken,-6.918,84.782,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Come into My Head","Kimbra",bergen indie;electropop;nz pop,4:37,A#/Bb,Minor,62%,Non-instrumental,Non-spoken,-4.062,156.999,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Sally I Can See You","Kimbra",bergen indie;electropop;nz pop,3:57,E,Minor,56%,Non-instrumental,Non-spoken,-6.16,153.999,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Posse","Kimbra",bergen indie;electropop;nz pop,5:06,B,Major,70%,Non-instrumental,Non-spoken,-6.451,95.948,
"Vows","Kimbra",2011-01-01,"WM Indonesia","Home","Kimbra",bergen indie;electropop;nz pop,3:02,C,Major,69%,Non-instrumental,Non-spoken,-4.845,119.985,
"Vows","Kimbra",2011-01-01,"WM Indonesia","The Build Up","Kimbra",bergen indie;electropop;nz pop,5:02,E,Major,36%,Non-instrumental,Non-spoken,-13.479,103.812,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","Lipstick Stains","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,1:51,D,Major,19%,Non-instrumental,Non-spoken,-15.852,69.572,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","The Bus Song","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,3:36,B,Major,45%,Non-instrumental,Non-spoken,-6.741,170.38,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","Remain","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,2:19,D,Major,63%,Instrumental,Non-spoken,-10.655,110.507,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","1 Billion Dogs","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,2:44,F,Minor,29%,Non-instrumental,Non-spoken,-4.777,76.142,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","One More Time, Please","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,3:42,F#/Gb,Minor,45%,Non-instrumental,Non-spoken,-7.273,90.014,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","Baybee","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,3:45,B,Minor,63%,Non-instrumental,Non-spoken,-7.303,79.982,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","(BedHead)","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,3:25,F#/Gb,Minor,55%,Instrumental,Non-spoken,-13.877,104.982,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","Take It","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,3:19,D,Major,58%,Non-instrumental,Non-spoken,-5.982,100.108,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","Everybody Works","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,3:28,D#/Eb,Major,67%,Non-instrumental,Non-spoken,-6.315,105.093,
"Everybody Works","Jay Som",2017-03-10,"Polyvinyl Records","For Light","Jay Som",art pop;bay area indie;chillwave;indie folk;indie pop;indie rock;oakland indie;small room,7:22,D,Major,48%,Instrumental,Non-spoken,-8.796,115.011,
"blkswn","Smino",2017-03-14,"Downtown JV","Wild Irish Roses","Smino",alternative r&b;hip hop;rap;underground hip hop,2:49,C,Minor,64%,Non-instrumental,Spoken,-11.237,86.947,
"blkswn","Smino",2017-03-14,"Downtown JV","Maraca","Smino",alternative r&b;hip hop;rap;underground hip hop,3:25,F#/Gb,Minor,64%,Non-instrumental,Spoken,-8.864,106.856,
"blkswn","Smino",2017-03-14,"Downtown JV","Glass Flows","Smino;Ravyn Lenae",alternative r&b;hip hop;rap;underground hip hop;escape room;indie r&b;indie soul;neo soul,3:08,D#/Eb,Minor,49%,Non-instrumental,Non-spoken,-9.828,90.738,
"blkswn","Smino",2017-03-14,"Downtown JV","Flea Flicka","Smino;Bari",alternative r&b;hip hop;rap;underground hip hop;indie hip hop,2:43,G,Major,63%,Non-instrumental,Non-spoken,-7.757,92.479,
"blkswn","Smino",2017-03-14,"Downtown JV","Spitshine","Smino",alternative r&b;hip hop;rap;underground hip hop,2:10,B,Minor,76%,Non-instrumental,Spoken,-8.116,90.113,
"blkswn","Smino",2017-03-14,"Downtown JV","Netflix & Dusse","Smino",alternative r&b;hip hop;rap;underground hip hop,4:19,G,Minor,73%,Non-instrumental,Spoken,-9.703,79.958,
"blkswn","Smino",2017-03-14,"Downtown JV","Anita","Smino",alternative r&b;hip hop;rap;underground hip hop,3:56,C#/Db,Major,79%,Non-instrumental,Non-spoken,-7.862,63.654,
"blkswn","Smino",2017-03-14,"Downtown JV","Lobby Kall","Smino",alternative r&b;hip hop;rap;underground hip hop,2:44,C,Major,65%,Non-instrumental,Non-spoken,-13.153,83.92,
"blkswn","Smino",2017-03-14,"Downtown JV","Edgar Allan Poe'd Up","Smino;theMIND",alternative r&b;hip hop;rap;underground hip hop,3:10,C,Major,60%,Non-instrumental,Spoken,-8.68,83.435,
"blkswn","Smino",2017-03-14,"Downtown JV","Father Son Holy Smoke","Smino",alternative r&b;hip hop;rap;underground hip hop,4:00,B,Major,57%,Non-instrumental,Non-spoken,-6.547,140.475,
"blkswn","Smino",2017-03-14,"Downtown JV","B Role","Smino",alternative r&b;hip hop;rap;underground hip hop,3:01,C#/Db,Minor,74%,Non-instrumental,Non-spoken,-4.581,106.446,
"blkswn","Smino",2017-03-14,"Downtown JV","Blkoscars","Smino;Jay2",alternative r&b;hip hop;rap;underground hip hop,3:40,C#/Db,Major,65%,Non-instrumental,Non-spoken,-6.202,103.652,
"blkswn","Smino",2017-03-14,"Downtown JV","blkswn","Smino",alternative r&b;hip hop;rap;underground hip hop,2:52,C#/Db,Minor,79%,Non-instrumental,Non-spoken,-8.944,107.086,
"blkswn","Smino",2017-03-14,"Downtown JV","Long Run","Smino;Via Rosa",alternative r&b;hip hop;rap;underground hip hop,4:51,A,Minor,53%,Non-instrumental,Spoken,-9.778,89.001,
"blkswn","Smino",2017-03-14,"Downtown JV","Innamission","Smino",alternative r&b;hip hop;rap;underground hip hop,2:15,C,Major,75%,Non-instrumental,Non-spoken,-8.388,114.249,
"blkswn","Smino",2017-03-14,"Downtown JV","Silk Pillows","Smino;Akenya",alternative r&b;hip hop;rap;underground hip hop,3:27,C#/Db,Major,62%,Non-instrumental,Non-spoken,-9.91,121.178,
"blkswn","Smino",2017-03-14,"Downtown JV","Ricky Millions","Smino;Drea Smith",alternative r&b;hip hop;rap;underground hip hop,2:54,C#/Db,Minor,58%,Non-instrumental,Non-spoken,-6.336,110.775,
"blkswn","Smino",2017-03-14,"Downtown JV","Amphetamine","Smino",alternative r&b;hip hop;rap;underground hip hop,7:49,F,Major,62%,Non-instrumental,Spoken,-9.554,120.019,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","New Ground","Tommy Igoe and the Birdland Big Band",modern big band,6:52,A,Minor,55%,Instrumental,Non-spoken,-5.369,126.716,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","Moanin'","Tommy Igoe and the Birdland Big Band",modern big band,9:04,A#/Bb,Minor,55%,Instrumental,Non-spoken,-7.663,131.538,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","Common Ground","Tommy Igoe and the Birdland Big Band",modern big band,7:04,G,Minor,47%,Instrumental,Non-spoken,-8.828,118.281,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","Armando's Rhumba","Tommy Igoe and the Birdland Big Band",modern big band,5:37,F,Minor,68%,Instrumental,Non-spoken,-6.894,119.701,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","Got a Match?","Tommy Igoe and the Birdland Big Band",modern big band,9:24,D,Minor,43%,Instrumental,Non-spoken,-7.443,143.614,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","Spherical","Tommy Igoe and the Birdland Big Band",modern big band,7:50,F,Major,56%,Instrumental,Non-spoken,-6.669,81.303,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","Uncle Bob","Tommy Igoe and the Birdland Big Band",modern big band,5:14,F,Minor,55%,Instrumental,Non-spoken,-7.221,94.719,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","On Fire","Tommy Igoe and the Birdland Big Band",modern big band,6:31,F,Major,47%,Instrumental,Non-spoken,-5.171,149.852,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","Butterfly","Tommy Igoe and the Birdland Big Band",modern big band,7:03,F,Major,56%,Instrumental,Non-spoken,-9.009,118.692,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","Open Invitation","Tommy Igoe and the Birdland Big Band",modern big band,6:56,D#/Eb,Major,54%,Instrumental,Non-spoken,-7.063,89.933,
"Eleven","Tommy Igoe and the Birdland Big Band",2012-01-03,"Deep Rhythm Music Inc.","Alma Llanera","Tommy Igoe and the Birdland Big Band",modern big band,6:35,C,Major,47%,Instrumental,Non-spoken,-8.112,85.492,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","HEAT","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,4:32,G#/Ab,Major,70%,Non-instrumental,Non-spoken,-5.884,78.025,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","GOLD","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,4:26,B,Minor,81%,Non-instrumental,Non-spoken,-6.947,110.036,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","STAR","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,2:41,C,Major,78%,Non-instrumental,Non-spoken,-9.143,75.01,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","BOYS","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,4:38,F#/Gb,Minor,81%,Non-instrumental,Non-spoken,-9.262,145.02,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","2PAC","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,1:02,D#/Eb,Major,71%,Non-instrumental,Non-spoken,-8.627,77.947,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","SKIT 1","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,0:19,B,Minor,39%,Instrumental,Non-spoken,-21.781,128.593,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","FAKE","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,4:35,G,Major,70%,Non-instrumental,Non-spoken,-9.769,125.894,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","BANK","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,3:15,D,Major,64%,Non-instrumental,Non-spoken,-10.762,80.038,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","SKIT 2","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,0:15,F#/Gb,Major,32%,Non-instrumental,Non-spoken,-24.618,156.037,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","TRIP","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,3:22,F#/Gb,Major,78%,Non-instrumental,Non-spoken,-12.652,75.954,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","SWIM","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,3:33,E,Major,66%,Non-instrumental,Non-spoken,-9.161,92.989,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","BUMP","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,2:38,G,Major,63%,Non-instrumental,Non-spoken,-10.665,147.956,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","CASH","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,3:15,C,Minor,62%,Non-instrumental,Non-spoken,-8.59,75.015,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","SKIT 3","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,0:39,G,Major,67%,Non-instrumental,Non-spoken,-25.97,115.422,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","MILK","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,4:55,F,Major,60%,Non-instrumental,Non-spoken,-8.757,75.012,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","FACE","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,4:19,B,Minor,95%,Non-instrumental,Non-spoken,-5.016,119.887,
"SATURATION","BROCKHAMPTON",2017-06-09,"QUESTION EVERYTHING, INC. / EMPIRE","WASTE","BROCKHAMPTON",boy band;hip hop;rap;underground hip hop,2:34,A,Major,42%,Non-instrumental,Non-spoken,-11.262,116.84,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","I","Grave Babies",popgaze,0:52,B,Minor,21%,Instrumental,Non-spoken,-10.47,113.478,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Over and Under Ground","Grave Babies",popgaze,3:04,G,Major,43%,Non-instrumental,Non-spoken,-1.199,132.526,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Skulls","Grave Babies",popgaze,2:08,A#/Bb,Major,42%,Non-instrumental,Non-spoken,-1.515,80.921,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Slaughter","Grave Babies",popgaze,2:19,F#/Gb,Minor,46%,Non-instrumental,Non-spoken,-1.85,126.963,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Count Cuts","Grave Babies",popgaze,2:35,D,Major,41%,Non-instrumental,Non-spoken,-1.52,130.134,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Breeding","Grave Babies",popgaze,2:41,A,Minor,48%,Non-instrumental,Non-spoken,-2.326,130.12,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Pain Cycle","Grave Babies",popgaze,3:43,D,Major,27%,Non-instrumental,Non-spoken,-1.852,149.062,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","II","Grave Babies",popgaze,0:56,D,Major,13%,Instrumental,Non-spoken,-11.099,84.415,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","III","Grave Babies",popgaze,0:36,D#/Eb,Minor,18%,Instrumental,Non-spoken,-12.784,109.283,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","No Fear","Grave Babies",popgaze,3:09,G,Major,41%,Non-instrumental,Non-spoken,-3.019,112.63,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Blood on the Face","Grave Babies",popgaze,1:52,A,Major,39%,Instrumental,Non-spoken,-2.544,145.565,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Death March","Grave Babies",popgaze,2:03,A,Major,48%,Instrumental,Non-spoken,-2.681,133.971,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Haunted","Grave Babies",popgaze,1:54,F,Major,28%,Non-instrumental,Non-spoken,-1.266,96.968,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Hate Repeats","Grave Babies",popgaze,1:50,F,Major,51%,Instrumental,Non-spoken,-1.056,133.815,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","IV","Grave Babies",popgaze,0:49,D,Major,20%,Instrumental,Non-spoken,-4.114,53.367,
"Crusher","Grave Babies",2013-02-26,"Hardly Art","Prostitution","Grave Babies",popgaze,3:07,D,Major,21%,Non-instrumental,Non-spoken,-3.642,112.025,
"The Beacon","AllBe",2015-10-23,"AllBe","Gham","AllBe",,2:14,A#/Bb,Minor,45%,Instrumental,Non-spoken,-7.074,202.055,
"The Beacon","AllBe",2015-10-23,"AllBe","Soldiers' Shoulders","AllBe",,3:06,C,Major,55%,Instrumental,Non-spoken,-6.054,186.039,
"The Beacon","AllBe",2015-10-23,"AllBe","Theme Song","AllBe",,5:15,F,Minor,49%,Non-instrumental,Non-spoken,-7.239,171.604,
"The Beacon","AllBe",2015-10-23,"AllBe","Beachside Thieves","AllBe",,3:59,C#/Db,Minor,53%,Instrumental,Non-spoken,-7.068,153.893,
